Use Group,Use Header,Use Name,Use Name Full,Use NAICS Code,NAICS Notes,NAICS to subtract,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Limitations
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),All other administrative and support services (in 561),561,"561 minus 5615, 5617",5615.0,C4,●,False,True,,,,,,,Yes,
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),All other administrative and support services (in 561),561,"561 minus 5615, 5617",5617.0,C4,●,False,True,,,,,,,Yes,
VI Services,Educational Services (611),Business schools and computer and management training (6114),Business schools and computer and management training (6114),6114,,,C4,●,False,True,,,,,,,Yes,
VI Services,Educational Services (611),Technical and trade schools (6115),Technical and trade schools (6115),6115,,,C4,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to additional conditions",
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),All other schools and instruction (6116 and 6117),"6116, 6117",6116,,C4,●,False,True,,,,,,,Yes,
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),All other schools and instruction (6116 and 6117),"6116, 6117",6117,,C4,●,False,True,,,,,,,Yes,
VI Services,Food Services and Drinking Places (722),Special food services (7223),Special food services (7223),7223,,,C4,●,False,True,,,,,,,Yes,
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),Eating or drinking establishments (7224 and 7225),"7224, 7225",7224,,C4,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),Eating or drinking establishments (7224 and 7225),"7224, 7225",7225,,C4,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,Automotive repair and maintenance (8111) - #Heavy motor vehicle repair and maintenance shops#,8111,,,C4,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,Automotive repair and maintenance (8111) - #Light motor vehicle repair and maintenance shops#,8111,,,C4,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-165,,,,"Yes, by special permit",
VI Services,Repair and Maintenance (811),Car washes (811192),Automotive repair and maintenance (8111) - Car washes (811192),811192,,,C4,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),Electronic and precision equipment repair and maintenance (8112),8112,,,C4,●,False,True,,,,,,,Yes,
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),Commercial and industrial machinery and equipment repair and maintenance (8113),8113,,,C4,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),Bicycle repair,Personal and Household Goods Repair and Maintenance (8114) - Bicycle repair,8114,,,C4,●,False,True,,,,,,,Yes,
VI Services,Repair and Maintenance (811),Recreational boat repair,Personal and Household Goods Repair and Maintenance (8114) - Recreational boat repair,8114,,,C4,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),Personal and Household Goods Repair and Maintenance (8114) - Home and garden equipment and appliance repair and maintenance (81141),81141,,,C4,–,True,False,,,,,,,No,
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),Personal and Household Goods Repair and Maintenance (8114) - All other personal and household goods repair and maintenance (in 8114),8114,"8114 minus 81141, 81149 (boats, bikes only)",,C4,●,False,True,,,,,,,Yes,
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,Personal care services (8121) - #Health and fitness establishments#,8121,,,C4,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,https://zr.planning.nyc.gov/article-iii/chapter-2#32-164,"Yes, subject to additional conditions, subject to open use allowances",
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),Personal care services (8121) - All other personal care services (in 8121),8121,8121 minus health and fitness,,C4,●,False,True,,,,,,,Yes,
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),Death care services (8122) - Funeral homes and funeral services (81221),81221,,,C4,●,False,True,,,,,,,Yes,
VI Services,Personal and Laundry Services (812),Crematoriums,Death care services (8122) - Crematoriums,8122,,,C4,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Personal laundry services,Dry cleaning and laundry services (8123) - Personal laundry services,8123,,,C4,●,False,True,,,,,,,Yes,
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,Dry cleaning and laundry services (8123) - Personal dry cleaning services,8123,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-162,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to size restrictions, subject to additional conditions",
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,Dry cleaning and laundry services (8123) - Industrial dry cleaning and laundry services,8123,,,C4,–,True,False,,,,,,,No,
VI Services,Personal and Laundry Services (812),Pet care services (81291),Pet care services (81291),81291,,,C4,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-163,,"Yes, subject to additional conditions",
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),All other personal services (in 8129),8129,8129 minus 81291,81291.0,C4,●,False,True,,,,,,,Yes,
VII,Laboratories,Laboratories,Laboratories,,,,C4,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-173,,"Yes, subject to additional conditions",
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental","Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",,,,C4,●,False,True,,,,,,,Yes,
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,#Amusement or recreation facilities#,,"71312, 71394 (except health and fitness), 71399(all others)",,C4,●,False,True,,,,,,,Yes,
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,#Select entertainment facilities#,,"71395, 71399(Billiard parlors, Escape rooms, Racetracks, slot car (i.e., amusement devices))",,C4,●,False,True,,,,,,,Yes,
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,#Outdoor amusement parks#,,71311,,C4,–,True,False,,,,,,,No,
VIII,Art Galleries and Studios,Art galleries,Art galleries,,,,C4,●,False,True,,,,,,,Yes,
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios","Art, music, dancing or theatrical studios",,,,C4,●,False,True,,,,,,,Yes,
VIII,Art Galleries and Studios,Production or entertainment studios,Production or entertainment studios,,,,C4,●,False,True,,,,,,,Yes,
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,Arenas or auditoriums,,,,C4,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-182,,,"Yes, subject to size restrictions",
VIII,Entertainment and Sporting Venues,Drive-in theaters,Drive-in theaters,,,,C4,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Racetracks,Racetracks,,,,C4,–,True,False,,,,,,,No,
VIII,Entertainment and Sporting Venues,Stadiums,Stadiums,,,,C4,●S     U,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-182,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-184,"Yes, subject to size restrictions, subject to open use allowances",
VIII,Entertainment and Sporting Venues,Theaters,Theaters,,,,C4,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-183,,"Yes, subject to additional conditions",
VIII,Other Assembly Spaces,"Banquet, function or reception halls","Banquet, function or reception halls",,,,C4,●,False,True,,,,,,,Yes,
VIII,Other Assembly Spaces,Gaming facilities,Gaming facilities,,,,C4,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-183,,"Yes, subject to additional conditions",
VIII,Other Assembly Spaces,Historical exhibits,Historical exhibits,,,,C4,●,False,True,,,,,,,Yes,
VIII,Other Assembly Spaces,Meeting halls,Meeting halls,,,,C4,●,False,True,,,,,,,Yes,
VIII,Other Assembly Spaces,Non-commercial clubs,Non-commercial clubs,,,,C4,●,False,True,,,,,,,Yes,
VIII,Other Assembly Spaces,Observation decks,Observation decks,,,,C4,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-184,"Yes, subject to open use allowances",
VIII,Other Assembly Spaces,Outdoor day camps,Outdoor day camps,,,,C4,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-185,,,,"Yes, by special permit",
VIII,Other Assembly Spaces,Publicly accessible spaces,Publicly accessible spaces,,,,C4,●U,False,True,,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-184,"Yes, subject to open use allowances",
VIII,Other Assembly Spaces,Riding academies or stables,Riding academies or stables,,,,C4,○,False,False,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-185,,,,"Yes, by special permit",
VIII,Other Assembly Spaces,Trade expositions,Trade expositions,,,,C4,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-182,,,"Yes, subject to size restrictions",
IX(A),General Storage,Building materials or contractors' yard,Building materials or contractors' yard,,,,C4,–,True,False,,,,,,,No,
IX(A),General Storage,"Depositories for storage of office records, microfilm or computer tapes, or for data processing","Depositories for storage of office records, microfilm or computer tapes, or for data processing",,,,C4,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-193,,,"Yes, subject to size restrictions",
IX(A),General Storage,Micro-distribution facility,Micro-distribution facility,,,,C4,●S,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-193,,,"Yes, subject to size restrictions",
IX(A),General Storage,Moving or storage offices,Moving or storage offices,,,,C4,–,True,False,,,,,,,No,
IX(A),General Storage,#Self-service storage facility#,#Self-service storage facility#,,,,C4,–,True,False,,,,,,,No,
IX(A),General Storage,Trucking terminals or motor freight stations,Trucking terminals or motor freight stations,,,,C4,–,True,False,,,,,,,No,
IX(A),General Storage,Warehouses,Warehouses,,,,C4,–,True,False,,,,,,,No,
IX(A),General Storage,Wholesale establishments,Wholesale establishments,,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-193,https://zr.planning.nyc.gov/article-iii/chapter-2#32-194,,"Yes, subject to size restrictions, subject to additional conditions",
IX(B),Specialized Storage,Coal or gas storage,Coal or gas storage,,,,C4,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Explosives storage, when not prohibited by other ordinances","Explosives storage, when not prohibited by other ordinances",,,,C4,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Grain storage,Grain storage,,,,C4,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Junk or salvage yards, including auto wrecking or similar establishments","Junk or salvage yards, including auto wrecking or similar establishments",,,,C4,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Lumber yard,Lumber yard,,,,C4,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Manure, peat or topsoil storage","Manure, peat or topsoil storage",,,,C4,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Petroleum or petroleum products, storage or handling","Petroleum or petroleum products, storage or handling",,,,C4,–,True,False,,,,,,,No,
IX(B),Specialized Storage,Refrigerating plants,Refrigerating plants,,,,C4,–,True,False,,,,,,,No,
IX(B),Specialized Storage,"Scrap metal, junk, paper or rags storage, sorting, or baling","Scrap metal, junk, paper or rags storage, sorting, or baling",,,,C4,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,Boat storage,Boat storage,,,,C4,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-194,https://zr.planning.nyc.gov/article-iii/chapter-2#32-195,"Yes, subject to additional conditions, subject to open use allowances",
IX(C),Vehicle Storage,"Commercial or public vehicle storage, including #accessory# motor fuel pumps","Commercial or public vehicle storage, including #accessory# motor fuel pumps",,,,C4,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,Dead storage of motor vehicles,Dead storage of motor vehicles,,,,C4,–,True,False,,,,,,,No,
IX(C),Vehicle Storage,#Public parking garages# or #public parking lots#,#Public parking garages# or #public parking lots#,,,,C4,♦P     U,False,False,https://zr.planning.nyc.gov/article-iii/chapter-2#32-192,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-194,https://zr.planning.nyc.gov/article-iii/chapter-2#32-195,"Yes, subject to additional conditions, subject to open use allowances, with limited applicability",https://zr.planning.nyc.gov/article-iii/chapter-2#32-192
X,Food Manufacturing (311),Animal food manufacturing (3111),Animal food manufacturing (3111),3111,,,C4,–,True,False,,,,,,,No,
X,Food Manufacturing (311),Sugar manufacturing (31131),Sugar and confectionary product manufacturing (3113) - Sugar manufacturing (31131),31131,,,C4,–,True,False,,,,,,,No,
X,Food Manufacturing (311),All other sugar and confectionary product manufacturing (in 3113),Sugar and confectionary product manufacturing (3113) - All other sugar and confectionary product manufacturing (in 3113),3113,3113 minus 31131,31131.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Food Manufacturing (311),Animal slaughtering and processing (3116),Animal slaughtering and processing (3116),3116,,,C4,–,True,False,,,,,,,No,
X,Food Manufacturing (311),Seafood product preparation and packaging (3117),Seafood product preparation and packaging (3117),3117,,,C4,–,True,False,,,,,,,No,
X,Food Manufacturing (311),All other food manufacturing (in 311),All other food manufacturing (in 311),311,"311 minus 3116, 3117",3116.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Food Manufacturing (311),All other food manufacturing (in 311),All other food manufacturing (in 311),311,"311 minus 3116, 3117",3117.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Beverage and Tobacco Product Manufacturing (312),Distilleries (31214),Beverage manufacturing (3121) - Distilleries (31214),31214,,,C4,–,True,False,,,,,,,No,
X,Beverage and Tobacco Product Manufacturing (312),All other beverage manufacturing (in 3121),Beverage manufacturing (3121) - All other beverage manufacturing (in 3121),3121,3121 minus 31214,31214.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Beverage and Tobacco Product Manufacturing (312),Tobacco manufacturing (3122),Tobacco manufacturing (3122),3122,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Textile & Textile Product Mills (313 - 314),Textile mills (313),Textile mills (313),313,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Textile & Textile Product Mills (313 - 314),Textile product mills (314),Textile product mills (314),314,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Apparel Manufacturing (315),Apparel manufacturing (315),Apparel manufacturing (315),315,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Leather and Allied Product Manufacturing (316),Leather and hide tanning and finishing (3161),Leather and hide tanning and finishing (3161),3161,,,C4,–,True,False,,,,,,,No,
X,Leather and Allied Product Manufacturing (316),Footwear manufacturing (3162),Footwear manufacturing (3162),3162,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Leather and Allied Product Manufacturing (316),Other leather and allied product manufacturing (3169),Other leather and allied product manufacturing (3169),3169,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Wood Product Manufacturing (321),Sawmills and wood preservation (3211),Sawmills and wood preservation (3211),3211,,,C4,–,True,False,,,,,,,No,
X,Wood Product Manufacturing (321),"Veneer, plywood, and engineered wood product manufacturing (3212)","Veneer, plywood, and engineered wood product manufacturing (3212)",3212,,,C4,–,True,False,,,,,,,No,
X,Wood Product Manufacturing (321),Other wood product manufacturing (3219),Other wood product manufacturing (3219),3219,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Paper Manufacturing (322),"Pulp, paper, and paperboard mills (3221)","Pulp, paper, and paperboard mills (3221)",3221,,,C4,–,True,False,,,,,,,No,
X,Paper Manufacturing (322),Stationary product manufacturing (32223),Converted paper product manufacturing (3222) - Stationary product manufacturing (32223),32223,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Paper Manufacturing (322),All other converted paper product manufacturing (in 3222),Converted paper product manufacturing (3222) - All other converted paper product manufacturing (in 3222),3222,3222 minus 32223,32223.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Printing and Related Support Activities (323),Printing and related support activities (3231),Printing and related support activities (3231),3231,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Petroleum and Coal Products Manufacturing (324),Petroleum and coal products manufacturing (3241),Petroleum and coal products manufacturing (3241),3241,,,C4,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),Pharmaceutical and medicine manufacturing (3254),Pharmaceutical and medicine manufacturing (3254),3254,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Chemical Manufacturing (325),Soap and other detergent manufacturing (325611),"Soap, cleaning compound, and toilet preparation manufacturing (3256) - Soap and other detergent manufacturing (325611)",325611,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Chemical Manufacturing (325),"All other soap, cleaning compound and toilet preparation manufacturing (in 3256)","Soap, cleaning compound, and toilet preparation manufacturing (3256) - All other soap, cleaning compound and toilet preparation manufacturing (in 3256)",3256,3256 minus 325611,325611.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),All other chemical manufacturing (in 325),325,"325 minus 3254, 3256",3254.0,C4,–,True,False,,,,,,,No,
X,Chemical Manufacturing (325),All other chemical manufacturing (in 325),All other chemical manufacturing (in 325),325,"325 minus 3254, 3256",3256.0,C4,–,True,False,,,,,,,No,
X,Plastics and Rubber Products Manufacturing (326),Plastics and rubber products manufacturing (326),Plastics and rubber products manufacturing (326),326,,,C4,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),Clay building material and refractories manufacturing (32712),Clay product and refractory manufacturing (3271) - Clay building material and refractories manufacturing (32712),32712,,,C4,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other clay product and refractory manufacturing (in 3271),Clay product and refractory manufacturing (3271) - All other clay product and refractory manufacturing (in 3271),3271,3271 minus 32712,32712.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Nonmetallic Mineral Product Manufacturing (327),Flat glass manufacturing (327211),Glass and glass product manufacturing (3272) - Flat glass manufacturing (327211),327211,,,C4,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),Other pressed and blown glass and glassware manufacturing (327212),Glass and glass product manufacturing (3272) - Other pressed and blown glass and glassware manufacturing (327212),327212,,,C4,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),Glass and glass product manufacturing (3272) - All other glass and glass product manufacturing (in 3272),3272,"3272 minus 327211, 327212",327211.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Nonmetallic Mineral Product Manufacturing (327),All other glass and glass product manufacturing (in 3272),Glass and glass product manufacturing (3272) - All other glass and glass product manufacturing (in 3272),3272,"3272 minus 327211, 327212",327212.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),All other nonmetallic mineral product manufacturing (in 327),327,"327 minus 3271, 3272",3271.0,C4,–,True,False,,,,,,,No,
X,Nonmetallic Mineral Product Manufacturing (327),All other nonmetallic mineral product manufacturing (in 327),All other nonmetallic mineral product manufacturing (in 327),327,"327 minus 3271, 3272",3272.0,C4,–,True,False,,,,,,,No,
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Primary metal manufacturing (331),Primary metal manufacturing (331),331,,,C4,–,True,False,,,,,,,No,
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),Cutlery and handtool manufacturing (3322),Fabricated metal product manufacturing (332) - Cutlery and handtool manufacturing (3322),3322,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Primary Metal Manufacturing and Fabricated Metal Product Manufacturing (331 - 332),All other fabricated metal product manufacturing (in 332),Fabricated metal product manufacturing (332) - All other fabricated metal product manufacturing (in 332),332,332 minus 3322,3322.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Machinery Manufacturing (333),"Agriculture, construction and mining machinery manufacturing (3331)","Agriculture, construction and mining machinery manufacturing (3331)",3331,,,C4,–,True,False,,,,,,,No,
X,Machinery Manufacturing (333),All other machinery manufacturing (in 333),All other machinery manufacturing (in 333),333,333 minus 3331,3331.0,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Computer and Electronic Product Manufacturing (334),Computer and peripheral equipment manufacturing (334),Computer and peripheral equipment manufacturing (334),334,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Electric lighting equipment manufacturing (3351),Electric lighting equipment manufacturing (3351),3351,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Small electrical appliance manufacturing (33521),Household appliance manufacturing (3352) - Small electrical appliance manufacturing (33521),33521,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",Major household appliance manufacturing (33522),Household appliance manufacturing (3352) - Major household appliance manufacturing (33522),33522,,,C4,–,True,False,,,,,,,No,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),All other electrical equipment and component manufacturing (in 335),335,"335 minus 3351, 33521, 33522",3351.0,C4,–,True,False,,,,,,,No,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),All other electrical equipment and component manufacturing (in 335),335,"335 minus 3351, 33521, 33522",33521.0,C4,–,True,False,,,,,,,No,
X,"Electrical Equipment, Appliance, and Component Manufacturing (335)",All other electrical equipment and component manufacturing (in 335),All other electrical equipment and component manufacturing (in 335),335,"335 minus 3351, 33521, 33522",33522.0,C4,–,True,False,,,,,,,No,
X,Transportation Equipment Manufacturing (336),Transportation equipment manufacturing (336),Transportation equipment manufacturing (336),336,,,C4,–,True,False,,,,,,,No,
X,Furniture and Related Product Manufacturing (337),Furniture and related product manufacturing (337),Furniture and related product manufacturing (337),337,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Miscellaneous Manufacturing (339),Medical equipment and supplies manufacturing (3391),Medical equipment and supplies manufacturing (3391),3391,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
X,Miscellaneous Manufacturing (339),Other miscellaneous manufacturing (3399),Other miscellaneous manufacturing (3399),3399,,,C4,●S     P,False,True,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-202,https://zr.planning.nyc.gov/article-iii/chapter-2#32-203,,"Yes, subject to size restrictions, subject to additional conditions",
I,Agriculture,"Agricultural #uses#, including greenhouses, nurseries or truck gardens","Agricultural #uses#, including greenhouses, nurseries or truck gardens",,,,C5,●P     U,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-113,https://zr.planning.nyc.gov/article-iii/chapter-2#32-114,"Yes, subject to additional conditions, subject to open use allowances",
I,Open Uses,Cemeteries,Cemeteries,,,,C5,●,False,True,,,,,,,Yes,
I,Open Uses,Golf courses,Golf courses,,,,C5,●,False,True,,,,,,,Yes,
I,Open Uses,Outdoor racket courts,Outdoor racket courts,,,,C5,●P,False,True,,,,,https://zr.planning.nyc.gov/article-iii/chapter-2#32-113,,"Yes, subject to additional conditions",
