Use Group,Use Header,Use Name,Use NAICS Code,Processed NAICS,NAICS index names to include,NAICS Notes,NAICS to subtract,NAICS index names to subtract,Use Notes,NAICS_Type,Zoning District,Permitted Value,Not permitted,Permitted,Permitted with limitations,Permitted with limitations*,Special Permit,Size Restrictions,Additional Conditions,Open Use Allowances,Is Allowed,Is Allowed flag,Limitations
VI Services,"Professional, Scientific, and Technical Services (541)","All other professional, scientific, and technical services (in 541)",541,541 minus 54194,,,54194,,,3,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Management of Companies and Enterprises (551),Management of companies and enterprises (5511),5511,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Administrative and Support Services (561),Travel and reservation services (5615),5615,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Administrative and Support Services (561),Carpet and upholstery cleaning services (56174),56174,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Administrative and Support Services (561),All other services to buildings and dwellings (in 5617),5617,5617 minus 56174,,,56174,,,3,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Administrative and Support Services (561),All other administrative and support services (in 561),561,"561 minus 5615, 5617",,,"5615, 5617",,,3,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Educational Services (611),Business schools and computer and management training (6114),6114,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Educational Services (611),Technical and trade schools (6115),6115,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Educational Services (611),All other schools and instruction (6116 and 6117),"6116, 6117","6116, 6117",,,,,,2,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Food Services and Drinking Places (722),Special food services (7223),7223,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Food Services and Drinking Places (722),Eating or drinking establishments (7224 and 7225),"7224, 7225","7224, 7225",,,,,,2,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),#Heavy motor vehicle repair and maintenance shops#,,,,,,,See ZR Glossary for #heavy motor vehicle repair and maintenance shop# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),#Light motor vehicle repair and maintenance shops#,,,,,,,See ZR Glossary for #light motor vehicle repair and maintenance shop# definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),Car washes (811192),811192,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),Electronic and precision equipment repair and maintenance (8112),8112,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),Commercial and industrial machinery and equipment repair and maintenance (8113),8113,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),Bicycle repair,8114 (select),811490 Bicycle repair and maintenance shops without retailing new bicycles,Bicycle repair and maintenance shops without retailing new bicycles,,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),Recreational boat repair,8114 (select),"811490 Motorboat (i.e., inboard and outboard) repair and maintenance services; 811490 Boat, pleasure, repair and maintenance services without retailing new boats; 811490 Pleasure boat maintenance services (e.g., cleaning, scaling, waxing); 811490 Outboard motor repair shops","Motorboat (i.e., inboard and outboard) repair and maintenance services; Boat, pleasure, repair and maintenance services without retailing new boats; Pleasure boat maintenance services (e.g., cleaning, scaling, waxing); Outboard motor repair shops",,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),Home and garden equipment and appliance repair and maintenance (81141),81141,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Repair and Maintenance (811),All other personal and household goods repair and maintenance (in 8114),8114,"8114 minus 81141, 81149 (select)",,,81141,"Bicycle repair and maintenance shops without retailing new bicycles; Motorboat (i.e., inboard and outboard) repair and maintenance services; Boat, pleasure, repair and maintenance services without retailing new boats","NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),#Health and fitness establishments#,"8121 (select), 71394 (select)","8121 (select), 71394 (select)","Aerobic dance and exercise centers; Athletic club facilities, physical fitness; Body building studios, physical fitness; Dance centers, aerobic; Exercise centers; Fitness centers; Fitness salons; Fitness spas without accommodations; Gymnasiums; Gyms, physical fitness; Handball club facilities; Health club facilities, physical fitness; Health spas without accommodations, physical fitness; Health studios, physical fitness; Physical fitness centers; Physical fitness facilities; Physical fitness studios; Pilates fitness studios or centers; Racquetball club facilities; Recreational sports club facilities; Spas without accommodations, fitness; Sports club facilities, physical fitness; Squash club facilities; Strength development centers; Tennis club facilities; Tennis courts; Weight training centers; Yoga fitness studios or centers; Aqua therapy services, non-medical; Baths, steam or turkish; Day spas; Massage wellness spas/centers; Saunas; Steam baths; Sun tanning salons; Tanning salons; Tattoo parlors; Turkish bathhouses; Turkish baths",Racket court uses fall into UGI if outdoor,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution; See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),All other personal care services (in 8121),8121,8121 minus Health and fitness,,Health and fitness codes subtracted from 8121,,"Aqua therapy services, non-medical; Baths, steam or turkish; Day spas; Massage wellness spas/centers; Saunas; Steam baths; Sun tanning salons; Tanning salons; Tattoo parlors; Turkish bathhouses; Turkish baths","NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Funeral homes and funeral services (81221),81221,81121 minus Funeral homes combined with crematories,,,,Funeral homes combined with crematories,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Crematoriums,8122 (select),812220 Crematories (except combined with funeral homes); 812220 Pet crematories,Crematories (except combined with funeral homes); Pet crematories,,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Personal laundry services,,,,Can't separate laundry and dry cleaners in NAICS indices,,,NAICS join not performed b/c laundry and dry cleaning not separated at NAICS index level,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Personal dry cleaning services,,,,Can't separate laundry and dry cleaners in NAICS indices,,,NAICS join not performed b/c laundry and dry cleaning not separated at NAICS index level,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Industrial dry cleaning and laundry services,8123 (select),"812332 Industrial launderers; 812332 Launderers, industrial; 812332 Laundry services, industrial","Industrial launderers; Launderers, industrial; Laundry services, industrial",,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),Pet care services (81291),81291,,,,,,,1,R3,–,True,False,False,False,False,False,False,False,No,False,
VI Services,Personal and Laundry Services (812),All other personal services (in 8129),8129,8129 minus 81291,,,81291,,,3,R3,–,True,False,False,False,False,False,False,False,No,False,
VII,Laboratories,Laboratories,,,,,,,,0,R3,○,False,False,False,False,https://zr.planning.nyc.gov/article-ii/chapter-2#22-17,False,False,False,"Yes, by special permit",True,
VII,Offices,"Offices, business, professional including ambulatory diagnostic or treatment health care, or governmental",,,,,,,,0,R3,○,False,False,False,False,https://zr.planning.nyc.gov/article-ii/chapter-2#22-17,False,False,False,"Yes, by special permit",True,
VIII,Amusement and Recreation Facilities,#Amusement or recreation facilities#,"71312,  71394,  71399","71312, 71394 minus Health and fitness, and 71399 minus Select entertainment facilities",,Health and fitness codes subtracted from 71394; Select entertainment facilities codes subtracted from 71399,,"Aerobic dance and exercise centers; Athletic club facilities, physical fitness; Body building studios, physical fitness; Dance centers, aerobic; Exercise centers; Fitness centers; Fitness salons; Fitness spas without accommodations; Gymnasiums; Gyms, physical fitness; Handball club facilities; Health club facilities, physical fitness; Health spas without accommodations, physical fitness; Health studios, physical fitness; Physical fitness centers; Physical fitness facilities; Physical fitness studios; Pilates fitness studios or centers; Racquetball club facilities; Recreational sports club facilities; Spas without accommodations, fitness; Sports club facilities, physical fitness; Squash club facilities; Strength development centers; Tennis club facilities; Tennis courts; Weight training centers; Yoga fitness studios or centers; Billiard parlors; Billiard rooms; Pool halls; Pool parlors;  Pool rooms;  Escape rooms; Racetracks, slot car (i.e., amusement devices)","NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution. See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Amusement and Recreation Facilities,#Select entertainment facilities#,"71395, 713990 (select)","71395; 713990 Billiard parlors; 713990 Billiard rooms; 713990 Pool halls; 713990 Pool parlors;  713990 Pool rooms;  713990 Escape rooms; 713990 Racetracks, slot car (i.e., amusement devices)","Billiard parlors; Billiard rooms; Pool halls; Pool parlors;  Pool rooms;  Escape rooms; Racetracks, slot car (i.e., amusement devices)",,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution. See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",4,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Amusement and Recreation Facilities,#Outdoor amusement parks#,713110,,,Manually assigned NAICS code,,,"NAICS index assigned for tool usability, relationship not officially defined in Zoning Resolution. See ZR Glossary for use definition: https://zr.planning.nyc.gov/article-i/chapter-2#12-10",1,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Art Galleries and Studios,Art galleries,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Art Galleries and Studios,"Art, music, dancing or theatrical studios",,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Art Galleries and Studios,Production or entertainment studios,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Arenas or auditoriums,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Drive-in theaters,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Racetracks,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Stadiums,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Entertainment and Sporting Venues,Theaters,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,"Banquet, function or reception halls",,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Gaming facilities,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Historical exhibits,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
VIII,Other Assembly Spaces,Meeting halls,,,,,,,,0,R3,–,True,False,False,False,False,False,False,False,No,False,
